Ticker,Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
RINF,ProShares Inflation Expectations ETF,Alternatives,"$35,429,900",0.44%,"15,902",$32.81,0.09%,No,False,0.74%,2.08%,-2.53%,11.89%,4.37%,"-$32,455,811.66",$0.00,"-$4,148,902.00","-$17,829,854.46","$26,324,531.75","$25,593,821.75",Inflation-Protected Bonds,2012-01-10,0.30%,N/A,$0.51,2023-03-22,$0.29,1.56%,0.00,0.39,1,100.00%,40%,20%,1099,$32.11,$33.36,$32.78,$32.87,54.63,B,C+,C,C,A-,B,0.0,N/A,N/A,N/A,N/A,N/A
ROSC,Hartford Multifactor Small Cap ETF,Equity,"$35,413,300",4.46%,"5,768",$37.09,-0.56%,No,False,6.96%,7.40%,2.29%,13.84%,4.95%,"$4,618,970.00",$0.00,$0.00,"$10,046,860.00","$22,961,740.00","$16,043,290.00",Small Cap Blend Equities,2015-03-24,0.34%,N/A,$0.71,2023-03-24,$0.17,1.90%,8.30,1.03,333,11.70%,40%,20%,1099,$33.37,$36.83,N/A,N/A,62.15,C+,B+,B+,A,A,N/A,4.77,1.88%,21.27%,158.66,2.42%,7.30%
FEUS,FlexShares ESG & Climate US Large Cap Core Index Fund ETF,Equity,"$35,230,800",12.29%,"3,709",$48.89,0.64%,No,False,1.82%,3.82%,5.29%,N/A,N/A,"$7,962,237.50",$0.00,$0.00,"$17,226,965.00","$31,951,982.14","$31,951,982.14",N/A,2021-09-21,0.09%,N/A,$0.64,2023-03-17,$0.15,1.33%,25.10,1.02,180,32.41%,40%,20%,1099,$46.43,$49.08,$48.89,$48.89,62.75,B,A,B,B,A-,N/A,7.1,87.31%,75.35%,69.67,4.25%,7.41%
HOMZ,Hoya Capital Housing ETF,Equity,"$35,208,600",17.59%,"2,637",$36.95,-0.32%,No,False,6.09%,4.39%,6.61%,13.05%,N/A,"-$1,707,717.50",$0.00,$0.00,"-$11,693,350.00","$2,701,197.50","$22,900,115.00",Materials,2019-03-19,0.30%,N/A,$0.76,2023-05-16,$0.07,2.05%,0.05,1.23,102,18.19%,40%,20%,1099,$33.89,$36.84,N/A,N/A,63.05,N/A,B,N/A,N/A,C,N/A,5.55,31.25%,31.49%,59.96,0.81%,13.19%
MSMR,McElhenny Sheffield Managed Risk ETF,Multi-Asset,"$35,175,000",10.01%,"3,642",$23.68,1.11%,No,False,1.12%,8.80%,6.99%,N/A,N/A,"-$1,128,000.00",$0.00,$0.00,"$2,181,500.00","$23,360,000.00","$23,360,000.00",Diversified Portfolio,2021-11-16,0.96%,N/A,$0.24,2023-03-29,$0.10,1.01%,0.05,0.08,7,100.00%,40%,20%,1099,$21.60,$24.09,N/A,N/A,67.87,B-,C+,N/A,A,N/A,N/A,5.8,3.45%,35.84%,50.92,4.32%,1.77%
THY,Toews Agility Shares Dynamic Tactical Income ETF,Bond,"$34,864,000",-0.05%,"11,611",$21.93,0.55%,No,False,0.33%,-0.42%,-1.15%,N/A,N/A,"-$6,149,500.00","-$2,186,250.00","-$2,733,000.00","$7,690,500.00","$37,018,725.25","$37,018,725.25",High Yield Bonds,2020-06-25,1.16%,N/A,$1.07,2023-05-17,$0.10,4.93%,0.00,0.18,7,99.99%,40%,20%,1099,$21.77,$21.97,$21.83,$21.99,50.08,C+,C,N/A,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PSET,Principal Quality ETF,Equity,"$34,654,300",7.75%,"3,163",$53.56,0.45%,No,False,1.10%,2.95%,6.57%,11.48%,11.14%,"$5,213,655.00",$0.00,"$2,610,625.00","-$15,010,605.00","$15,101,795.00","$12,388,805.00",Large Cap Growth Equities,2016-03-21,0.15%,N/A,$0.74,2023-04-03,$0.14,1.39%,15.44,0.94,68,30.00%,40%,20%,1099,$51.32,$53.99,$53.52,$53.59,57.63,B-,A-,A-,A-,B,B,7.23,92.99%,79.95%,40.63,2.49%,6.88%
OALC,OneAscent Large Cap Core ETF,Equity,"$34,069,000",7.39%,"6,545",$22.03,0.09%,No,False,2.05%,3.87%,3.51%,N/A,N/A,"-$24,688,000.00",$0.00,"$537,000.00","-$20,886,500.00","$40,967,724.99","$40,967,724.99",Large Cap Value Equities,2021-11-16,0.82%,N/A,$0.08,2022-12-29,$0.08,0.38%,0.00,0.91,54,39.45%,40%,20%,1099,$20.95,$22.13,$21.97,$22.07,59.26,B+,C+,N/A,B,N/A,N/A,7.15,90.64%,77.37%,61.38,0.55%,8.64%
TYD,Direxion Daily 7-10 Year Treasury Bull 3x Shares,Bond,"$34,031,900",2.11%,"37,309",$30.17,1.82%,No,3x,-2.58%,-7.42%,-16.39%,-19.68%,-3.02%,"$7,845,100.00",$0.00,"$1,538,950.00","$21,251,900.00","$34,544,550.00","$41,687,300.00",Leveraged Bonds,2009-04-16,1.10%,N/A,$0.24,2023-03-21,$0.08,0.82%,0.00,0.12,2,100.00%,40%,20%,1099,$28.93,$32.62,N/A,N/A,44.39,B,B,C+,B+,B,B+,5.6,0.00%,32.14%,1.6,0.00%,0.00%
XBJL,Innovator U.S. Equity Accelerated 9 Buffer ETF - July,Equity,"$33,640,200",11.84%,"3,874",$28.66,0.14%,No,False,0.83%,3.03%,12.28%,N/A,N/A,"-$5,296,750.00",$0.00,$0.00,"$16,207,250.00","$33,026,474.32","$33,026,474.32",N/A,2021-07-01,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.55,2,100.00%,40%,20%,1099,$27.67,$28.78,$28.63,$28.69,67.66,B,C+,A,A-,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PSMJ,Pacer Swan SOS Moderate (July) ETF,Equity,"$33,483,700",9.62%,"6,862",$22.81,0.75%,No,False,1.73%,3.48%,12.04%,N/A,N/A,"-$4,373,477.50","-$2,272,480.00","-$1,712,875.00","$15,608,357.50","$33,018,092.50","$33,018,092.50",N/A,2021-06-30,0.75%,N/A,$0.00,2021-12-23,$0.00,0.00%,0.05,0.43,2,100.00%,40%,20%,1099,$21.75,$22.84,$22.78,$22.82,62.22,B,B-,A,A-,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
HDG,ProShares Hedge Replication ETF,Alternatives,"$33,364,100",4.08%,"2,929",$48.69,0.00%,No,False,1.42%,1.34%,2.32%,2.16%,1.75%,"-$10,482,461.00",$0.00,"-$3,841,928.00","-$14,733,102.00","$5,378,917.00","-$7,623,097.00",Long-Short,2011-07-12,0.95%,N/A,$0.44,2023-03-22,$0.26,0.91%,0.00,0.35,1902,85.80%,40%,20%,1099,$47.66,$48.63,$48.62,$48.76,62.83,B+,B,B-,A-,B-,C,5.65,10.58%,32.83%,150.89,0.33%,0.85%
WANT,Direxion Daily Consumer Discretionary Bull 3X Shares,Equity,"$33,077,500",72.90%,"58,400",$27.66,4.38%,No,3x,13.92%,27.06%,-15.70%,-1.99%,N/A,"$1,224,700.00","$2,598,600.00","$1,476,150.00","$11,979,550.00","$37,005,550.00","$43,693,350.00",Leveraged Equities,2018-11-29,1.00%,N/A,$0.04,2023-03-21,$0.04,0.17%,0.03,3.65,54,74.92%,40%,20%,1099,$20.44,$27.29,N/A,N/A,67.17,B,B-,N/A,C,B-,N/A,6.2,46.41%,44.22%,74.96,17.83%,0.50%
RFCI,RiverFront Dynamic Core Income ETF,Bond,"$32,656,500",1.64%,"4,825",$22.20,0.41%,No,False,-0.49%,-0.77%,2.03%,-1.79%,1.61%,"-$7,868,000.00",$0.00,$0.00,"-$42,615,250.00","-$90,343,250.00","-$73,846,250.00",Total Bond Market,2016-06-12,0.53%,N/A,$1.09,2023-05-25,$0.06,4.94%,0.00,0.11,54,42.84%,40%,20%,1099,$22.00,$22.40,N/A,N/A,48.42,B-,C+,B-,B,B,N/A,6.22,70.77%,44.58%,247.96,7.33%,0.58%
PBS,Invesco Dynamic Media ETF,Equity,"$32,518,400",9.86%,"2,697",$34.71,0.38%,No,False,3.87%,7.53%,-7.93%,2.71%,2.88%,"-$3,851,100.00",$0.00,"-$330,640.00","-$2,339,920.00","-$1,313,070.00","-$15,932,170.00",All Cap Equities,2005-06-23,0.63%,Charles Schwab,$0.70,2023-03-20,$0.53,2.01%,8.28,1.22,31,46.32%,40%,20%,1099,$32.42,$34.61,$34.56,$34.78,57.21,B-,B-,B+,C+,C,B-,4.76,18.38%,21.21%,11.0,0.00%,0.36%
IBHG,iShares iBonds 2027 Term High Yield and Income ETF,Bond,"$32,374,000",4.36%,"7,015",$21.69,0.14%,No,False,0.67%,0.55%,2.91%,N/A,N/A,"$13,128,220.00",$0.00,"$2,161,980.00","$21,671,070.00","$24,323,290.00","$24,323,290.00",High Yield Bonds,2021-07-07,0.35%,N/A,$1.33,2023-06-01,$0.13,6.11%,0.00,0.46,263,13.97%,40%,20%,1099,$21.27,$21.72,N/A,N/A,56.93,C+,B+,N/A,B+,A,N/A,5.03,25.51%,24.67%,398.34,7.65%,2.89%
SMHB,ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN Series B,Equity,"$32,290,500",-9.36%,"54,814",$5.91,3.14%,No,2x,27.30%,27.65%,-41.84%,-3.78%,N/A,"$9,500,200.00",$0.00,$0.00,"$13,272,250.00","$8,165,480.00","$54,197,310.00",Leveraged Equities,2018-11-08,0.85%,N/A,$0.00,2020-07-13,$0.07,0.00%,0.00,2.76,0,N/A,40%,20%,1099,$3.88,$5.55,$5.62,$6.05,62.57,B-,A,N/A,A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RAFE,PIMCO RAFI ESG U.S. ETF,Multi-Asset,"$32,263,000",5.94%,"5,148",$29.42,0.31%,No,False,2.02%,2.10%,2.16%,11.05%,N/A,"$2,974,500.00",$0.00,$0.00,"$2,015,481.59","$19,472,343.91","$22,910,343.91",Large Cap Blend Equities,2019-12-18,0.29%,N/A,$0.63,2023-04-03,$0.15,2.22%,13.90,0.90,230,33.75%,40%,20%,1099,$28.16,$29.44,$29.39,$29.44,59.21,C+,B+,C+,B-,B+,N/A,7.0,82.05%,71.65%,50.79,0.20%,4.53%
PST,ProShares UltraShort 7-10 Year Treasury,Bond,"$32,083,700",-1.41%,"84,426",$21.83,-1.36%,Yes,-2x,1.89%,5.54%,9.77%,11.50%,-0.43%,"-$21,785,575.00",$0.00,"-$4,232,000.00","-$91,867,680.00","-$3,987,090.00","-$86,305,075.00",Inverse Bonds,2008-05-01,0.95%,N/A,$0.13,2023-03-22,$0.12,0.58%,0.00,-0.10,1,100.00%,40%,20%,1099,$20.68,$22.41,$21.75,$21.99,55.66,A,C+,B+,A,C,A-,0.0,N/A,N/A,N/A,N/A,N/A
LKOR,FlexShares Credit-Scored U.S. Long Corporate Bond Index Fund,Bond,"$31,721,300",3.42%,"1,594",$42.71,0.95%,No,False,-0.53%,-1.20%,-3.13%,-5.94%,1.70%,"-$4,397,735.00",$0.00,$0.00,"-$10,873,435.00","$13,592,260.00","$17,758,195.00",Corporate Bonds,2015-09-24,0.22%,N/A,$2.09,2023-06-01,$0.19,4.88%,0.00,0.42,458,7.76%,40%,20%,1099,$41.73,$43.27,N/A,N/A,48.99,C+,B-,A+,C,A,B-,6.14,21.13%,42.75%,356.78,11.33%,3.90%
DFHY,Donoghue Forlines Tactical High Yield ETF,Bond,"$31,636,900",2.20%,"3,908",$20.52,0.49%,No,False,-0.24%,-1.13%,-2.95%,N/A,N/A,"-$2,596,635.00","-$510,272.50","-$1,032,167.50","$327,342.50","$41,527,327.50","$41,527,327.50",High Yield Bonds,2020-12-08,0.87%,N/A,$0.85,2023-06-05,$0.25,4.15%,0.02,0.27,10,100.00%,40%,20%,1099,$20.28,$20.76,N/A,N/A,47.63,B+,C,B-,A,A,N/A,5.17,49.20%,26.53%,334.04,7.39%,2.24%
KVLE,KFA Value Line Dynamic Core Equity Index ETF,Equity,"$31,173,400",4.94%,"1,985",$22.37,0.36%,No,False,3.14%,0.68%,4.29%,N/A,N/A,"-$1,092,675.27","-$8,606.70","$1,649.74","$3,324,819.95","$29,509,830.21","$29,509,830.21",Large Cap Value Equities,2020-11-24,0.55%,N/A,$1.23,2023-03-29,$0.10,5.52%,0.05,0.83,61,32.49%,40%,20%,1099,$21.54,$22.33,$22.37,$22.37,57.24,C,C+,B,A-,B-,N/A,6.85,71.53%,65.59%,565.64,13.37%,10.81%
SPXT,ProShares S&P 500 Ex-Technology ETF,Equity,"$31,165,500",5.61%,762,$71.18,0.49%,No,False,2.89%,2.45%,1.33%,9.55%,8.34%,"$20,180,758.60",$0.00,"$6,997,690.00","$22,082,050.49","$28,848,064.54","$28,949,202.54",Large Cap Growth Equities,2015-09-22,0.09%,N/A,$1.24,2023-03-22,$0.26,1.76%,16.75,0.93,430,23.91%,40%,20%,1099,$68.14,$71.15,$71.18,$71.18,60.56,C,A-,C+,A,A-,B+,6.34,12.47%,47.41%,181.23,13.66%,4.71%
DYNF,BlackRock U.S. Equity Factor Rotation ETF,Equity,"$30,890,600",18.07%,"3,706",$34.48,0.52%,No,False,1.41%,6.13%,11.00%,10.86%,N/A,"-$8,465,932.50",$0.00,"-$816,487.50","-$42,685,750.00","-$80,352,520.00","-$4,357,210.00",Large Cap Growth Equities,2019-03-19,0.30%,N/A,$0.52,2023-06-07,$0.10,1.50%,18.26,0.97,72,48.76%,40%,20%,1099,$31.99,$34.94,$34.48,$34.48,64.80,B,B,B-,B+,A-,N/A,6.73,59.57%,61.10%,114.6,5.75%,4.50%
YLDE,ClearBridge Dividend Strategy ESG ETF,Equity,"$30,788,500",6.04%,"3,617",$41.23,0.44%,No,False,2.45%,1.48%,4.58%,11.03%,10.07%,"$11,001.19","$2,374.04","-$1,686.10","$9,893,191.18","$18,759,551.53","$21,993,346.83",Large Cap Growth Equities,2017-05-22,0.59%,N/A,$0.71,2023-03-28,$0.16,1.73%,16.02,0.91,51,33.44%,40%,20%,1099,$39.60,$41.20,$41.11,$41.29,60.94,C+,C+,B+,A,A-,N/A,6.79,55.35%,63.42%,173.0,3.27%,3.44%
WFH,Direxion Work From Home ETF,Equity,"$30,773,600",17.25%,"2,914",$47.43,0.27%,No,False,-1.62%,13.43%,-10.12%,N/A,N/A,"-$5,635,075.00",$0.00,"-$1,142,525.00","-$15,748,175.00","$16,461,600.00","$16,461,600.00",All Cap Equities,2020-06-25,0.45%,N/A,$0.17,2022-12-20,$0.09,0.37%,0.00,0.94,41,30.64%,40%,20%,1099,$41.88,$49.94,$47.04,$47.67,61.26,B-,B+,N/A,C,B-,N/A,6.66,56.44%,57.74%,12.11,2.92%,5.57%
AMZU,Direxion Daily AMZN Bull 1.5X Shares ETF,Equity,"$30,737,100",71.35%,"151,291",$22.00,3.87%,No,1.5x,1.57%,26.51%,N/A,N/A,N/A,"$10,202,600.00","$1,642,400.00","$4,150,375.00","$21,360,000.00","$21,360,000.00","$21,360,000.00",Leveraged Equities,2022-09-07,1.06%,N/A,$0.14,2023-03-21,$0.07,0.63%,0.00,-2.52,2,100.00%,40%,20%,1099,$18.11,$22.91,N/A,N/A,63.24,N/A,C,N/A,N/A,N/A,N/A,5.61,23.53%,32.29%,26.06,21.17%,0.00%
SAA,ProShares Ultra SmallCap600,Equity,"$30,633,200",5.84%,"5,120",$21.98,-1.48%,No,2x,13.30%,12.38%,-12.19%,15.17%,-1.60%,"$479,053.00",$0.00,$0.00,"$1,612,342.50","$4,183,933.00","$4,638,085.50",Leveraged Equities,2007-01-23,0.95%,N/A,$0.10,2022-12-22,$0.07,0.43%,0.00,2.28,602,20.96%,40%,20%,1099,$18.02,$21.78,$21.75,$22.24,59.29,C+,B,B-,A-,B-,A,5.33,16.34%,28.47%,110.64,3.02%,5.82%
SCRD,Janus Henderson Sustainable Corporate Bond ETF,Bond,"$30,390,000",2.80%,525,$40.71,0.35%,No,False,-0.45%,-1.31%,-0.95%,N/A,N/A,$0.00,$0.00,$0.00,"-$2,097,000.00","-$11,325,000.00","-$11,325,000.00",Corporate Bonds,2021-09-08,0.35%,N/A,$1.33,2023-06-01,$0.14,3.28%,0.00,0.37,170,28.72%,40%,20%,1099,$40.20,$41.20,$40.71,$40.71,47.79,C,C+,N/A,B-,A-,N/A,6.98,90.49%,70.80%,121.65,4.39%,6.68%
GFGF,Guru Favorite Stocks ETF Guru Favorite Stocks Fund,Equity,"$30,271,000",8.78%,345,$21.88,0.60%,No,False,0.18%,4.47%,5.30%,N/A,N/A,"-$419,554.00",$0.00,$0.00,"-$3,678,303.00","$21,695,916.00","$21,695,916.00",All Cap Equities,2021-12-16,0.65%,N/A,$0.08,2022-12-29,$0.08,0.38%,0.00,1.08,29,49.90%,40%,20%,1099,$20.77,$22.28,$21.87,$21.89,57.03,C,B-,N/A,B-,N/A,N/A,6.97,80.21%,70.47%,25.17,4.19%,3.25%
PGRO,Putnam Focused Large Cap Growth ETF,Equity,"$30,238,000",24.87%,"2,605",$24.96,1.05%,No,False,0.15%,6.31%,11.31%,N/A,N/A,"$16,265,646.30",$0.00,"$591,335.78","$17,321,895.37","$19,049,124.39","$19,049,124.39",N/A,2021-05-25,0.55%,N/A,$0.02,2022-12-06,$0.02,0.10%,24.60,1.14,43,53.79%,40%,20%,1099,$23.26,$25.46,$24.93,$24.98,64.91,B-,B+,A,B-,B-,N/A,6.97,80.18%,70.45%,30.87,4.97%,8.02%
TBX,ProShares Short 7-10 Year Treasury,Bond,"$30,198,900",0.05%,"88,754",$28.57,-0.63%,Yes,-1x,0.97%,2.95%,6.24%,5.85%,0.12%,"-$72,596,730.00","$1,427,005.00","-$4,162,817.50","-$168,997,452.50","-$4,478,710.00","-$75,627,860.00",Inverse Bonds,2011-04-04,0.95%,N/A,$0.21,2023-03-22,$0.10,0.73%,0.00,-0.06,1,100.00%,40%,20%,1099,$27.77,$28.95,$28.52,$28.67,56.48,A-,C,B+,A,N/A,A-,0.0,N/A,N/A,N/A,N/A,N/A
CLOA,BlackRock AAA CLO ETF,Bond,"$30,166,300",N/A,"7,248",$50.54,0.06%,No,False,0.18%,0.44%,N/A,N/A,N/A,"$10,094,870.00",$0.00,$0.00,"$10,094,870.00","$10,094,870.00","$10,094,870.00",Corporate Bonds,2023-01-12,0.20%,N/A,$1.13,2023-06-01,$0.28,2.24%,0.00,0.19,28,42.86%,40%,20%,1099,$50.21,$50.53,$50.52,$50.56,68.83,N/A,A,N/A,N/A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FTXH,First Trust Nasdaq Pharmaceuticals ETF,Equity,"$29,870,200",-4.32%,"11,985",$26.14,0.81%,No,False,1.81%,-2.41%,-0.01%,5.20%,4.99%,"-$8,987,930.50","-$1,298,700.00","-$1,298,700.00","$10,735,854.00","$17,580,896.50","$24,779,776.00",Health & Biotech Equities,2016-09-20,0.60%,N/A,$0.35,2023-03-24,$0.10,1.35%,16.59,0.70,49,55.47%,40%,20%,1099,$25.40,$26.80,$26.00,$26.23,48.61,B-,B-,C+,A-,A-,N/A,6.51,48.12%,52.33%,20.71,0.00%,25.05%
LFEQ,VanEck Long/Flat Trend ETF,Equity,"$29,832,600",10.22%,"5,632",$37.49,0.64%,No,False,1.81%,4.01%,1.90%,9.19%,8.13%,"$526,207.50",$0.00,$0.00,"-$4,570,355.00","-$13,649,722.50","-$5,778,784.10",Large Cap Growth Equities,2017-10-04,0.61%,N/A,$0.41,2022-12-28,$0.41,1.12%,0.03,0.81,2,100.00%,40%,20%,1099,$35.52,$37.62,$37.39,$37.55,63.45,C,C+,B+,A,A,N/A,6.67,46.23%,58.43%,133.73,9.72%,6.21%
MLPO,Credit Suisse S&P MLP Index ETN,Equity,"$29,796,400",-19.45%,"3,540",$10.65,6.50%,No,False,2.93%,-3.28%,-26.56%,22.53%,-2.90%,$0.00,$0.00,$0.00,$0.00,"-$427,360.00","-$15,130,800.69",MLPs,2014-12-03,0.95%,N/A,$0.00,2020-07-10,$0.19,0.00%,0.00,1.54,53,58.15%,40%,20%,1099,$9.93,$11.71,$10.32,$10.81,47.15,C,C+,N/A,C,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FITE,SPDR S&P Kensho Future Security ETF,Equity,"$29,788,400",12.27%,"1,655",$48.25,0.42%,No,False,1.88%,8.97%,1.45%,8.40%,8.53%,"-$476,545.15",$0.00,$0.00,"-$405,597.66","$6,374,676.39","$16,526,161.43",Technology Equities,2017-12-26,0.45%,N/A,$0.04,2023-03-20,$0.00,0.10%,23.60,0.98,67,21.57%,40%,20%,1099,$44.72,$48.64,N/A,N/A,64.75,C+,B+,A-,A,A,N/A,6.43,45.41%,49.78%,16.87,32.25%,1.66%
SCDL,ETRACS 2x Leveraged U.S. Dividend Factor TR ETN,Equity,"$29,704,500",-11.49%,269,$29.81,0.34%,No,2x,6.14%,2.06%,-16.62%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2021-02-04,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.50,0,0.00%,40%,20%,1099,$27.52,$29.73,$29.81,$29.81,52.97,C,B+,N/A,A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TMFX,Motley Fool Next Index ETF,Equity,"$29,698,700",7.81%,"4,863",$15.42,0.06%,No,False,3.00%,5.03%,3.81%,N/A,N/A,"-$1,512,395.00",$0.00,$0.00,"-$3,686,950.00","$34,411,030.00","$34,411,030.00",Mid Cap Blend Equities,2021-12-29,0.50%,N/A,$0.03,2022-12-14,$0.03,0.20%,0.04,1.07,197,17.77%,40%,20%,1099,$14.48,$15.46,$15.36,$15.48,59.31,A-,B,N/A,C+,N/A,N/A,6.06,72.78%,40.83%,42.53,1.45%,8.94%
BDCX,ETRACS Quarterly Pay 1.5X Leveraged MVIS BDC Index ETN,Equity,"$29,621,100",4.18%,"5,878",$29.64,0.03%,No,1.5x,2.98%,9.20%,-15.39%,3.81%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2020-06-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.24,0,N/A,40%,20%,1099,$26.64,$29.77,$29.54,$29.70,61.66,C,A-,N/A,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BKUI,BNY Mellon Ultra Short Income ETF,Bond,"$29,406,700",2.08%,"4,502",$49.03,0.04%,No,False,0.08%,0.38%,3.08%,N/A,N/A,"$2,446,600.00",$0.00,$0.00,"$2,449,800.00","$4,957,200.00","$4,957,200.00",Total Bond Market,2021-08-09,0.12%,N/A,$1.55,2023-06-01,$0.20,3.16%,0.00,0.02,69,41.26%,40%,20%,1099,$48.79,$49.04,$49.02,$49.03,75.59,C+,A-,N/A,A,C,N/A,7.56,99.52%,89.49%,12.6,0.85%,1.69%
SENT,AdvisorShares Alpha DNA Equity Sentiment ETF,Equity,"$29,280,100",4.43%,"14,340",$23.58,-0.08%,No,False,3.62%,6.39%,1.60%,N/A,N/A,"-$16,904,620.00","-$9,703,090.00","-$12,067,865.00","-$29,019,300.00","$35,733,880.00","$35,733,880.00",All Cap Equities,2021-02-02,1.01%,N/A,$0.00,N/A,N/A,0.00%,0.06,0.67,102,11.00%,40%,20%,1099,$21.86,$23.61,N/A,N/A,63.68,B,C,N/A,B,C,N/A,5.71,45.97%,33.83%,152.36,2.98%,4.35%
OBND,SPDR Loomis Sayles Opportunistic Bond ETF,Bond,"$29,262,500",2.68%,"4,495",$25.50,0.24%,No,False,-0.04%,-0.55%,-0.60%,N/A,N/A,"-$3,759,262.40",$0.00,"-$5,070,412.20","-$9,226,603.90","$5,596,843.45","$5,596,843.45",Total Bond Market,2021-09-27,0.55%,N/A,$1.36,2023-06-01,$0.13,5.35%,0.00,0.35,429,15.50%,40%,20%,1099,$25.23,$25.66,N/A,N/A,50.95,C,C+,N/A,B+,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FLRG,Fidelity U.S. Multifactor ETF,Equity,"$29,138,800",7.05%,"7,686",$25.44,0.43%,No,False,2.33%,1.56%,5.45%,N/A,N/A,"$4,998,748.20","$2,532,206.80","$2,532,206.80","$13,270,350.15","$22,869,780.15","$22,869,780.15",Large Cap Growth Equities,2020-09-15,0.29%,N/A,$0.41,2023-03-17,$0.11,1.61%,14.48,0.87,103,28.99%,40%,20%,1099,$24.66,$25.45,$25.37,$25.48,59.28,C+,B,N/A,A-,A-,N/A,6.45,20.21%,50.61%,86.3,7.13%,7.41%
PEXL,Pacer US Export Leaders ETF,Equity,"$29,133,000",12.96%,"6,571",$41.65,0.02%,No,False,2.78%,5.35%,4.78%,13.61%,N/A,"$15,984,675.00",$0.00,"$7,923,455.00","$23,331,600.00","$25,518,285.00","$26,924,760.02",All Cap Equities,2018-07-23,0.60%,N/A,$0.24,2023-03-23,$0.06,0.61%,0.03,1.21,101,12.78%,40%,20%,1099,$38.64,$41.94,$41.55,$41.74,59.22,C,B-,A,C+,C+,N/A,6.53,26.01%,52.99%,97.76,3.09%,4.16%
VNSE,Natixis Vaughan Nelson Select ETF,Equity,"$29,125,900",13.09%,"11,520",$28.44,0.64%,No,False,0.77%,1.13%,7.37%,N/A,N/A,"$14,920,716.00",$842.00,"$563,423.00","$18,938,520.00","$22,077,852.00","$22,077,852.00",All Cap Equities,2020-09-17,0.80%,N/A,$0.08,2022-12-27,$0.08,0.28%,26.50,0.94,29,48.17%,40%,20%,1099,$27.91,$28.64,$28.40,$28.45,57.43,C,C+,A,C+,N/A,N/A,7.04,83.46%,72.90%,164.37,11.08%,12.72%
SXQG,ETC 6 Meridian Quality Growth ETF,Equity,"$28,935,000",12.60%,"1,274",$23.34,0.60%,No,False,1.11%,2.96%,11.76%,N/A,N/A,"$31,358.33","-$1,156,286.10","-$1,166,185.32","-$1,099,088.21","$27,960,789.33","$27,960,789.33",All Cap Equities,2021-05-11,1.00%,N/A,$0.02,2022-12-27,$0.01,0.08%,0.00,1.07,100,44.61%,40%,20%,1099,$22.36,$23.50,$23.32,$23.34,60.10,B,C,C+,B-,B-,N/A,7.02,82.64%,72.26%,48.73,0.53%,12.59%
NUAG,Nuveen Enhanced Yield U.S. Aggregate Bond ETF,Bond,"$28,762,900",2.55%,"5,906",$20.67,0.54%,No,False,-0.36%,-1.08%,-1.12%,-3.69%,0.64%,"-$4,146,460.00",$0.00,$0.00,"-$265,360,020.00","-$65,024,210.00","-$50,893,030.00",Total Bond Market,2016-09-14,0.20%,N/A,$0.83,2023-06-01,$0.07,4.05%,0.00,0.17,899,19.92%,40%,20%,1099,$20.43,$20.89,$20.62,$20.70,48.64,B+,B+,N/A,C,A-,N/A,6.15,70.11%,43.06%,759.45,11.34%,1.63%
EGIS,2nd Vote Society Defended ETF,Equity,"$28,616,400",6.80%,"3,463",$34.93,0.66%,No,False,3.16%,3.65%,8.69%,N/A,N/A,"$1,619,755.00",$0.00,"$836,355.00","$3,123,082.50","$25,937,655.00","$25,937,655.00",All Cap Equities,2020-11-18,0.75%,N/A,$0.43,2022-12-29,$0.43,1.22%,0.04,0.87,33,41.91%,40%,20%,1099,$33.05,$34.87,$34.93,$34.93,61.23,B-,C+,N/A,B+,B+,N/A,6.8,66.44%,63.65%,128.83,12.86%,8.81%
